variant,executions,success_rate,silent_failure_rate,safe_degradation_rate,detected_failure_rate,recovery_success_rate,fault_scheduled_rate,fault_injected_rate,avg_model_calls,avg_tool_calls,avg_judge_calls,avg_recovery_steps,avg_input_tokens,avg_output_tokens,avg_cost_usd
verifier_off,30,0.9666666666666667,0.0,0.0,0.2,0.16666666666666666,0.4666666666666667,0.4666666666666667,2.8,2.8,1.0,0.2,3221.1666666666665,324.8666666666667,0.0
verifier_on,30,1.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,2.6666666666666665,2.6666666666666665,1.0,0.4666666666666667,3155.633333333333,322.6333333333333,0.0
