recovery_budget,fault_intensity,category,method,success_rate,recovery_rate,silent_failure_rate,avg_tool_calls,avg_model_calls,avg_verifier_calls,avg_recovery_steps,avg_latency_ms,avg_cost_proxy,executions
3,0.2,multi_step_api_workflow,self_healing,1.0,0.3333333333333333,0.0,2.6666666666666665,0.0,1.0,0.48333333333333334,796.5,3.6666666666666665,60
3,0.2,planning_tool_selection,full_replanning,1.0,0.2833333333333333,0.0,2.6333333333333333,1.3166666666666667,0.0,0.31666666666666665,345.8333333333333,3.95,60
3,0.2,planning_tool_selection,retry_only,1.0,0.18333333333333332,0.0,2.466666666666667,0.0,0.0,0.23333333333333334,340.1666666666667,2.466666666666667,60
3,0.2,planning_tool_selection,self_healing,1.0,0.21666666666666667,0.0,2.433333333333333,0.0,1.0,0.21666666666666667,173.66666666666666,3.433333333333333,60
3,0.2,retrieval_evidence,full_replanning,1.0,0.18333333333333332,0.0,1.2166666666666666,1.2166666666666666,0.0,0.21666666666666667,343.3333333333333,2.433333333333333,60
3,0.2,retrieval_evidence,retry_only,1.0,0.18333333333333332,0.0,1.2,0.0,0.0,0.2,342.0,1.2,60
3,0.2,retrieval_evidence,self_healing,1.0,0.2,0.0,1.2166666666666666,0.0,1.0,0.21666666666666667,261.3333333333333,2.216666666666667,60
3,0.4,calculation_verification,full_replanning,1.0,0.31666666666666665,0.0,1.4166666666666667,1.4166666666666667,0.0,0.4166666666666667,456.6666666666667,2.8333333333333335,60
3,0.4,calculation_verification,retry_only,0.9333333333333333,0.43333333333333335,0.0,1.8333333333333333,0.0,0.0,0.9,1214.6666666666667,1.8333333333333333,60
3,0.4,calculation_verification,self_healing,1.0,0.35,0.0,1.4166666666666667,0.0,1.0,0.4166666666666667,539.5,2.4166666666666665,60
3,0.4,contradiction_resolution,full_replanning,1.0,0.4166666666666667,0.0,3.3,1.6,0.0,0.6,205.0,4.9,60
3,0.4,contradiction_resolution,retry_only,0.95,0.31666666666666665,0.0,3.15,0.0,0.0,0.6,196.25,3.15,60
3,0.4,contradiction_resolution,self_healing,1.0,0.36666666666666664,0.0,3.1333333333333333,0.0,1.0,0.43333333333333335,191.66666666666666,4.133333333333334,60
3,0.4,multi_step_api_workflow,full_replanning,0.8333333333333334,0.43333333333333335,0.0,3.8833333333333333,2.3666666666666667,0.0,1.5333333333333334,3247.9166666666665,6.25,60
3,0.4,multi_step_api_workflow,retry_only,0.8666666666666667,0.48333333333333334,0.0,3.533333333333333,0.0,0.0,1.35,1416.3333333333333,3.533333333333333,60
3,0.4,multi_step_api_workflow,self_healing,0.9333333333333333,0.4166666666666667,0.0,3.066666666666667,0.0,1.0,0.8,814.0,4.066666666666666,60
3,0.4,planning_tool_selection,full_replanning,0.9833333333333333,0.4166666666666667,0.0,3.3,1.65,0.0,0.6666666666666666,617.6666666666666,4.95,60
3,0.4,planning_tool_selection,retry_only,1.0,0.4166666666666667,0.0,3.066666666666667,0.0,0.0,0.5333333333333333,610.1666666666666,3.066666666666667,60
3,0.4,planning_tool_selection,self_healing,0.9833333333333333,0.4666666666666667,0.0,3.2333333333333334,0.0,1.0,0.6166666666666667,863.6666666666666,4.233333333333333,60
3,0.4,retrieval_evidence,full_replanning,0.9666666666666667,0.35,0.0,1.5333333333333334,1.5333333333333334,0.0,0.5666666666666667,778.6666666666666,3.066666666666667,60
3,0.4,retrieval_evidence,retry_only,0.9833333333333333,0.55,0.0,1.8833333333333333,0.0,0.0,0.9,1216.6666666666667,1.8833333333333333,60
3,0.4,retrieval_evidence,self_healing,1.0,0.36666666666666664,0.0,1.4333333333333333,0.0,1.0,0.43333333333333335,524.6666666666666,2.433333333333333,60
5,0.2,calculation_verification,full_replanning,1.0,0.2,0.0,1.3,1.3,0.0,0.3,701.6666666666666,2.6,60
5,0.2,calculation_verification,retry_only,1.0,0.2833333333333333,0.0,1.4166666666666667,0.0,0.0,0.4166666666666667,622.3333333333334,1.4166666666666667,60
5,0.2,calculation_verification,self_healing,1.0,0.18333333333333332,0.0,1.1833333333333333,0.0,1.0,0.18333333333333332,201.16666666666666,2.183333333333333,60
5,0.2,contradiction_resolution,full_replanning,1.0,0.18333333333333332,0.0,2.9,1.2,0.0,0.2,173.0,4.1,60
5,0.2,contradiction_resolution,retry_only,1.0,0.2,0.0,2.933333333333333,0.0,0.0,0.23333333333333334,175.66666666666666,2.933333333333333,60
