recovery_budget,fault_intensity,actual_fault_type,method,success_rate,recovery_rate,silent_failure_rate,avg_tool_calls,avg_model_calls,avg_verifier_calls,avg_recovery_steps,avg_latency_ms,avg_cost_proxy,executions
3,0.2,stale_context,full_replanning,1.0,1.0,0.0,2.7142857142857144,2.142857142857143,0.0,1.1428571428571428,198.57142857142858,4.857142857142857,7
3,0.2,stale_context,retry_only,1.0,1.0,0.0,3.0,0.0,0.0,1.125,210.0,3.0,8
3,0.2,stale_context,self_healing,1.0,1.0,0.0,2.375,0.0,1.0,1.0,176.25,3.375,8
3,0.2,timeout,full_replanning,1.0,1.0,0.0,3.9,2.9,0.0,1.9,6118.0,6.8,20
3,0.2,timeout,retry_only,0.8148148148148148,0.8148148148148148,0.0,3.8518518518518516,0.0,0.0,2.037037037037037,5865.0,3.8518518518518516,27
3,0.2,timeout,self_healing,1.0,1.0,0.0,4.230769230769231,0.0,1.0,1.9230769230769231,7446.538461538462,5.230769230769231,13
3,0.2,unavailable_tool,full_replanning,1.0,1.0,0.0,4.666666666666667,2.5555555555555554,0.0,1.5555555555555556,1857.7777777777778,7.222222222222222,9
3,0.2,unavailable_tool,retry_only,0.7777777777777778,0.7777777777777778,0.0,4.333333333333333,0.0,0.0,2.111111111111111,1577.5,4.333333333333333,18
3,0.2,unavailable_tool,self_healing,1.0,1.0,0.0,4.111111111111111,0.0,1.0,1.4444444444444444,1296.6666666666667,5.111111111111111,9
3,0.4,contradictory_evidence,full_replanning,1.0,1.0,0.0,4.7,3.0,0.0,2.0,317.0,7.7,10
3,0.4,contradictory_evidence,retry_only,0.6666666666666666,0.6666666666666666,0.0,4.111111111111111,0.0,0.0,2.2222222222222223,287.77777777777777,4.111111111111111,9
3,0.4,contradictory_evidence,self_healing,1.0,1.0,0.0,3.8333333333333335,0.0,1.0,1.6666666666666667,258.3333333333333,4.833333333333333,6
3,0.4,malformed_output,full_replanning,0.9444444444444444,0.9444444444444444,0.0,4.194444444444445,2.7777777777777777,0.0,1.8333333333333333,1039.0277777777778,6.972222222222222,36
3,0.4,malformed_output,retry_only,0.8,0.8,0.0,3.6,0.0,0.0,2.111111111111111,1294.5555555555557,3.6,45
3,0.4,malformed_output,self_healing,0.96,0.96,0.0,3.44,0.0,1.0,1.36,961.8,4.44,25
